00084ce789909e5597de2357c3c20ea1	0x4	transferFrom(address,address,uint256)
000bf011e01cfad691711a754d2ad4a3	0x0	transfer(address,uint256)
001a20d03a65227de0e9c8b686bf4727	0x4	STAKE(uint256)
001c616332a9f5e2ac61bcdcc5e1b0b4	0x0	transfer(address,uint256)
00313d6aefec01952bfaccb838797bfd	0x0	transfer(address,uint256)
003df6d05ad4d3aba8fda03223f56c58	0x0	initialize(string,string,string)
004900432a59f891b4aecf5dfa5ca776	0x6	transfer(address,uint256)
0071ad5a04bcf1c6b9a61f80e8ef4f92	0x7	approve(address,uint256)
00bed6d428562536724fc8561a739cd6	0x4	transfer(address,uint256)
01199635ede3820b8c282817445e87b5	0x2	transfer(address,uint256)
0134daa677884518b9e7fe936cf4e9fa	0x0	transfer(address,uint256)
015760c3109aa0fafcd3f086e5c67573	0x4	update()
0195cb0679c63e2f5740f20e2a327cc9	0x0	transfer(address,uint256)
019b1e1f2b14b391ba68adada150cb69	0x0	transfer(address,uint256)
01a622ad7c1c30a588492790527e666e	0x4	notifyRewardAmounts()
01ee7f7c395c2575862294a55bc00fc2	0x4	setDust(uint256)
0216ff52e630f8545b96bbbc485e55b7	0x4	transfer(address,uint256)
022d806bb3b1021540034ccc4f7814eb	0x7	0xe8f83134
02430304d2451c4c6c369db7fa372b59	0x0	transfer(address,uint256)
024570665b9f45b39a3e707997c44011	0x0	transfer(address,uint256)
02468aa22c69a490c36047cb72c09815	0x3	burnFrom(address,uint256)
02648515a4af14ea323392bef08c4fc6	0x0	transfer(address,uint256)
0269685934b95ed0ee812281bebde2cb	0x1	exit()
0283316ca0d78ff5747ae74f1e1cd8c2	0x0	transfer(address,uint256)
028b12daedfbbec95f909be8e1d43a78	0x0	fallback()
02a4b93aa49da60b62718a8442e40167	0x3	0x90b22997
02a7c2a70ffcc0dafe0750161f616260	0x0	transfer(address,uint256)
02ccb3ac2098dee1d1142c2cd4faf3b5	0x1	transfer(address,uint256)
02f29483df9971a7424e67596205b64f	0x0	transfer(address,uint256)
02f4466a23c5cc64ec308fcb30bb78f3	0x0	transfer(address,uint256)
02f987cf9036f1fee6bfbd484822f438	0x3	transfer(address,uint256)
03111e5679ff2217f246fe84d9eef80a	0xffffff	0x4f12fe97
0324812dac8eb381cdbe2db3c1d0357c	0x0	transfer(address,uint256)
03256b4d9b2dbe9517a2c623910dcef2	0x0	transfer(address,uint256)
0325df9b361476544acbb8e0320d8fcc	0x0	transfer(address,uint256)
035c05c8ab9e92befe9599c1460407e2	0x0	transfer(address,uint256)
039ab7799f102e746ddbd14125dd8c2e	0x3	transfer(address,uint256)
03b8a13792031745a2da44ac80bc706b	0x5	buyBackAndBurn()
03be6f7c0ec0182d73f689e7d2770510	0x0	initialize(address)
03cb40d4315608a15fba2e5f057bb7a0	0x0	fallback()
04006d68872cf8617e59f033f4c1d61e	0x0	transfer(address,uint256)
0424de75bd34c43c9c0d822278373d0c	0x0	redeem()
042d9f885b5ea8885d2b75fed2cfb0c0	0x0	transfer(address,uint256)
04416a5e3256360838a71a54662bc6a3	0x0	transfer(address,uint256)
0446ef0df7d48341db62c6f68e59e5a4	0x9	buyHashRateWithHE1(uint256,address)
0458f8bd343b52345e02bc29109ec5ef	0x0	transfer(address,uint256)
0491b70fcbd64aa0e7c6c6d89e031a81	0x0	transfer(address,uint256)
049b2e85c76d6f0b0d66359b768affcd	0x0	transfer(address,uint256)
04b9b37d80437900fc9ddf61d23707a9	0xb	burn(uint256)
04e18ecf9b929b007dd22a322ed150e6	0x6	transfer(address,uint256)
04eb0dd3ab29bcdd2889a66fc9a3569d	0x0	burn(uint256)
04f08f902c9438cb2dde3cc28cf73409	0x0	transfer(address,uint256)
05017f8d11c17dac1de80ba1121d8949	0x0	0x43f6150f
05021067da4bf992bec11347694a636e	0x3	transfer(address,uint256)
050dc1eb121ba3230d26d113c544927f	0x1	transfer(address,uint256)
051630f56758e14db72a55acf6580d0b	0x0	transfer(address,uint256)
0517958145eff6f5eaddcbcd5dcbf2d5	0x0	transfer(address,uint256)
0526a24b9da9b2b1c758b545a05aa607	0x0	initialize(address)
052eb4e4eb560ea0202580c09d258366	0x3	burnFrom(address,uint256)
05473fe0498f116fa65509928d56b96d	0x1	transfer(address,uint256)
054d40f5781b87299256d9e6f96499b8	0x6b	0x16a80711
0550bc1531f9899e137f68e76f89c55a	0x4	transfer(address,uint256)
0552d0568ab52c5982d531e32d34d697	0x37	changeTimelock(uint256)
05547ff8260c2fc3d77aca8ebec7410b	0x3	0x63c6ded3
05584131dfb14a403699a75c186c29cf	0x6	0xf1d40f83
057f9ebb3532031d71dd3a4e6a613cdb	0x2	fallback()
058ebf97f4a347fed5dc20dd2464740c	0x4	transfer(address,uint256)
05b939f595169dab2a14d887fd9637f2	0x0	transfer(address,uint256)
05c9ea717fb50f864b19e82130fd957b	0x2	requestArbitration(bytes32,uint256)
05e2c42ca386418522b75791c1ea8f3f	0x1	transfer(address,uint256)
05ecccbbec3a8ec3d9e6f05391b329a5	0x5	changeAddress(address)
060780ea87c3ebdad4809b7e22e4b404	0x0	initialize(address)
060b25b35912db4e102f8ca6362859c2	0x0	initialize(address,address)
060b535ef96440cd4a719ff814fb9de1	0x4	transfer(address,uint256)
0622f052270a533e4274830187e2cbaa	0x0	createMarket(address,address,address,uint256[],uint256,bool,uint256)
0632bdd11abc235412a0cd2512e6bda8	0x0	transfer(address,uint256)
063b142224890e67eb9f97f26cf8deed	0x0	initialize(address)
066257a1a7b337e1269feb85e7bed4d3	0x0	initialize(address[],uint256)
0666fbaae2fe5e16dce79b252d742b69	0x3	transfer(address,uint256)
06679de63a3fe692b7f3d4ed96ee0845	0x0	transfer(address,uint256)
067510cc0d6245a2793cc369731fc18e	0x1	update()
06788ddd4620941ba000bec4608b407e	0x8	submit_transmutation(uint8,uint64)
06c407d63df86c9bf48d118c84f603d7	0x4	transfer(address,uint256)
06f1f586470ca4857d748dd963b0b8b7	0x0	transfer(address,uint256)
0700c888b8de32d4660e97441037e0de	0x1	0x9540ce86
0703c41ec6ae5fb4afb20846e6119245	0x3	redeem(uint256)
070bd58a45a0ab290fc4cf5ffe4a9d45	0x0	transfer(address,uint256)
0716c5324fb55a68cb0800d17a5fdc61	0x6	transfer(address,uint256)
072559c1352651ff61c01dd9dda9ef00	0x0	transfer(address,uint256)
0729b8a3b7ba58c878329b1711ab4430	0x4	transfer(address,uint256)
0742497054300a8690d69dd0b6a9f73c	0x8	0x25095a46
07445a8ed7ea73609b95200c12608adb	0x0	transfer(address,uint256)
07464b22cfc76d8735daae6bd27289f4	0x4	update()
074d095efaed3558c7855d308fda6205	0x0	0x9baa11be
077cfb785efdc39c9158226e65966997	0x0	transfer(address,uint256)
0780f56203d9f351e7e78c09a9d5978c	0x0	deposit(uint256,address)
